step,train_loss,val_loss,ppl,lr_muon,lr_adam,tokens_seen,elapsed_s,best_val_loss,patience_counter
0,10.5937,n/a,39884.64,2.00e-04,3.00e-06,131072,85.9,n/a,0
10,8.9524,n/a,7726.72,2.20e-03,3.30e-05,1441792,377.2,n/a,0
20,8.2586,n/a,3860.87,4.20e-03,6.30e-05,2752512,670.1,n/a,0
30,7.5666,n/a,1932.62,6.20e-03,9.30e-05,4063232,963.1,n/a,0
40,6.8194,n/a,915.45,8.20e-03,1.23e-04,5373952,1256.5,n/a,0
50,6.3205,n/a,555.84,1.02e-02,1.53e-04,6684672,1549.9,n/a,0
60,6.1620,n/a,474.36,1.22e-02,1.83e-04,7995392,1843.3,n/a,0
70,5.8534,n/a,348.41,1.42e-02,2.13e-04,9306112,2137.1,n/a,0
80,5.7858,n/a,325.63,1.62e-02,2.43e-04,10616832,2430.9,n/a,0
90,5.6105,n/a,273.28,1.82e-02,2.73e-04,11927552,2724.9,n/a,0
100,5.5980,5.0592,269.88,2.00e-02,3.00e-04,13238272,3054.9,5.0592,0
110,5.4592,n/a,234.90,2.00e-02,3.00e-04,14548992,3346.1,5.0592,0
120,5.4427,n/a,231.06,2.00e-02,3.00e-04,15859712,3635.0,5.0592,0
130,5.2540,n/a,191.32,2.00e-02,3.00e-04,17170432,3924.2,5.0592,0
140,5.2921,n/a,198.76,2.00e-02,3.00e-04,18481152,4213.4,5.0592,0
150,5.2051,n/a,182.20,2.00e-02,3.00e-04,19791872,4503.1,5.0592,0
160,5.2103,n/a,183.16,2.00e-02,3.00e-04,21102592,4792.3,5.0592,0
170,5.0452,n/a,155.28,2.00e-02,3.00e-04,22413312,5081.9,5.0592,0
180,5.0189,n/a,151.25,2.00e-02,3.00e-04,23724032,5371.1,5.0592,0
190,4.9260,n/a,137.82,2.00e-02,3.00e-04,25034752,5660.6,5.0592,0
200,4.8440,4.3814,126.97,2.00e-02,3.00e-04,26345472,5961.5,4.3814,0
210,4.6832,n/a,108.12,2.00e-02,3.00e-04,27656192,6252.6,4.3814,0
220,4.6730,n/a,107.02,2.00e-02,3.00e-04,28966912,6542.4,4.3814,0
230,4.5796,n/a,97.47,2.00e-02,3.00e-04,30277632,6831.8,4.3814,0
240,4.7543,n/a,116.09,2.00e-02,3.00e-04,31588352,7121.4,4.3814,0
250,4.6984,n/a,109.77,2.00e-02,3.00e-04,32899072,7410.8,4.3814,0
260,4.4831,n/a,88.51,2.00e-02,3.00e-04,34209792,7700.3,4.3814,0
270,4.4864,n/a,88.80,2.00e-02,3.00e-04,35520512,7989.6,4.3814,0
280,4.4358,n/a,84.42,2.00e-02,3.00e-04,36831232,8279.2,4.3814,0
290,4.2575,n/a,70.64,2.00e-02,3.00e-04,38141952,8568.5,4.3814,0
300,4.2879,3.9981,72.81,2.00e-02,3.00e-04,39452672,8869.8,3.9981,0
310,4.1847,n/a,65.67,2.00e-02,3.00e-04,40763392,9164.9,3.9981,0
320,4.2679,n/a,71.37,2.00e-02,3.00e-04,42074112,9459.4,3.9981,0
330,4.2585,n/a,70.70,2.00e-02,3.00e-04,43384832,9753.9,3.9981,0
340,4.1723,n/a,64.87,2.00e-02,3.00e-04,44695552,10048.5,3.9981,0
350,3.9373,n/a,51.28,2.00e-02,3.00e-04,46006272,10343.0,3.9981,0
360,4.0077,n/a,55.02,2.00e-02,3.00e-04,47316992,10637.4,3.9981,0
370,4.0157,n/a,55.46,2.00e-02,3.00e-04,48627712,10932.0,3.9981,0
380,4.0467,n/a,57.21,2.00e-02,3.00e-04,49938432,11226.6,3.9981,0
390,4.0072,n/a,54.99,2.00e-02,3.00e-04,51249152,11521.0,3.9981,0
400,4.0487,3.6730,57.33,2.00e-02,3.00e-04,52559872,11827.2,3.6730,0
410,3.7623,n/a,43.05,2.00e-02,3.00e-04,53870592,12118.9,3.6730,0
420,4.0115,n/a,55.23,2.00e-02,3.00e-04,55181312,12408.1,3.6730,0
430,3.9184,n/a,50.32,2.00e-02,3.00e-04,56492032,12697.5,3.6730,0
440,3.7577,n/a,42.85,2.00e-02,3.00e-04,57802752,12986.6,3.6730,0
450,3.7186,n/a,41.21,2.00e-02,3.00e-04,59113472,13276.0,3.6730,0
460,3.6567,n/a,38.73,2.00e-02,3.00e-04,60424192,13565.1,3.6730,0
470,3.7520,n/a,42.61,2.00e-02,3.00e-04,61734912,13854.5,3.6730,0
480,3.5384,n/a,34.41,2.00e-02,3.00e-04,63045632,14143.5,3.6730,0
490,3.7014,n/a,40.50,2.00e-02,3.00e-04,64356352,14433.1,3.6730,0
500,3.5469,3.1965,34.71,2.00e-02,3.00e-04,65667072,14733.9,3.1965,0
510,3.4938,n/a,32.91,2.00e-02,3.00e-04,66977792,15024.7,3.1965,0
520,3.6671,n/a,39.14,2.00e-02,3.00e-04,68288512,15313.9,3.1965,0
530,3.4692,n/a,32.11,2.00e-02,3.00e-04,69599232,15603.0,3.1965,0
540,3.5428,n/a,34.56,2.00e-02,3.00e-04,70909952,15892.4,3.1965,0
550,3.5392,n/a,34.44,2.00e-02,3.00e-04,72220672,16181.5,3.1965,0
560,3.5053,n/a,33.29,2.00e-02,3.00e-04,73531392,16470.9,3.1965,0
570,3.5292,n/a,34.10,2.00e-02,3.00e-04,74842112,16759.9,3.1965,0
580,3.3226,n/a,27.73,2.00e-02,3.00e-04,76152832,17049.2,3.1965,0
590,3.4428,n/a,31.28,2.00e-02,3.00e-04,77463552,17338.3,3.1965,0
600,3.4223,2.6711,30.64,2.00e-02,3.00e-04,78774272,17639.3,2.6711,0
610,3.4751,n/a,32.30,2.00e-02,3.00e-04,80084992,17934.1,2.6711,0
620,3.4094,n/a,30.25,2.00e-02,3.00e-04,81395712,18228.4,2.6711,0
630,3.4328,n/a,30.96,2.00e-02,3.00e-04,82706432,18522.7,2.6711,0
640,3.2650,n/a,26.18,2.00e-02,3.00e-04,84017152,18817.0,2.6711,0
650,3.3243,n/a,27.78,2.00e-02,3.00e-04,85327872,19111.1,2.6711,0
660,3.3847,n/a,29.51,2.00e-02,3.00e-04,86638592,19405.3,2.6711,0
670,3.3248,n/a,27.79,2.00e-02,3.00e-04,87949312,19699.5,2.6711,0
680,3.3575,n/a,28.72,2.00e-02,3.00e-04,89260032,19993.6,2.6711,0
690,3.3339,n/a,28.05,2.00e-02,3.00e-04,90570752,20287.9,2.6711,0
700,3.3314,2.4588,27.98,2.00e-02,3.00e-04,91881472,20593.7,2.4588,0
710,3.3287,n/a,27.90,2.00e-02,3.00e-04,93192192,20885.0,2.4588,0
720,3.2632,n/a,26.13,2.00e-02,3.00e-04,94502912,21173.8,2.4588,0
730,3.4861,n/a,32.66,2.00e-02,3.00e-04,95813632,21462.9,2.4588,0
740,3.2189,n/a,25.00,2.00e-02,3.00e-04,97124352,21751.9,2.4588,0
750,3.1459,n/a,23.24,2.00e-02,3.00e-04,98435072,22041.1,2.4588,0
760,3.2181,n/a,24.98,2.00e-02,3.00e-04,99745792,22329.9,2.4588,0
770,3.2077,n/a,24.72,2.00e-02,3.00e-04,101056512,22618.9,2.4588,0
780,3.2415,n/a,25.57,2.00e-02,3.00e-04,102367232,22907.8,2.4588,0
790,3.3665,n/a,28.98,2.00e-02,3.00e-04,103677952,23196.8,2.4588,0
800,2.9702,2.3159,19.50,2.00e-02,3.00e-04,104988672,23497.4,2.3159,0
810,3.1343,n/a,22.97,2.00e-02,3.00e-04,106299392,23787.8,2.3159,0
820,3.2588,n/a,26.02,2.00e-02,3.00e-04,107610112,24077.0,2.3159,0
830,3.2093,n/a,24.76,2.00e-02,3.00e-04,108920832,24365.7,2.3159,0
840,3.3482,n/a,28.45,2.00e-02,3.00e-04,110231552,24654.8,2.3159,0
850,3.1986,n/a,24.50,2.00e-02,3.00e-04,111542272,24943.7,2.3159,0
860,3.1712,n/a,23.84,2.00e-02,3.00e-04,112852992,25232.7,2.3159,0
870,3.1880,n/a,24.24,2.00e-02,3.00e-04,114163712,25521.3,2.3159,0
880,3.1324,n/a,22.93,2.00e-02,3.00e-04,115474432,25810.0,2.3159,0
890,3.1151,n/a,22.54,2.00e-02,3.00e-04,116785152,26098.5,2.3159,0
900,3.2554,2.2358,25.93,2.00e-02,3.00e-04,118095872,26399.5,2.2358,0
910,2.9945,n/a,19.97,2.00e-02,3.00e-04,119406592,26693.9,2.2358,0
920,2.9264,n/a,18.66,2.00e-02,3.00e-04,120717312,26987.7,2.2358,0
930,3.1035,n/a,22.28,2.00e-02,3.00e-04,122028032,27281.5,2.2358,0
940,3.0873,n/a,21.92,2.00e-02,3.00e-04,123338752,27575.3,2.2358,0
950,3.0137,n/a,20.36,2.00e-02,3.00e-04,124649472,27869.1,2.2358,0
960,3.1484,n/a,23.30,2.00e-02,3.00e-04,125960192,28162.9,2.2358,0
970,3.1528,n/a,23.40,2.00e-02,3.00e-04,127270912,28456.8,2.2358,0
980,2.9505,n/a,19.12,2.00e-02,3.00e-04,128581632,28750.6,2.2358,0
990,3.1255,n/a,22.77,2.00e-02,3.00e-04,129892352,29044.5,2.2358,0
1000,3.0659,2.1293,21.45,2.00e-02,3.00e-04,131203072,29350.0,2.1293,0
1010,3.0913,n/a,22.01,2.00e-02,3.00e-04,132513792,29641.3,2.1293,0
1020,2.9735,n/a,19.56,2.00e-02,3.00e-04,133824512,29929.9,2.1293,0
1030,3.0464,n/a,21.04,2.00e-02,3.00e-04,135135232,30218.8,2.1293,0
1040,3.0218,n/a,20.53,2.00e-02,3.00e-04,136445952,30507.4,2.1293,0
1050,3.0926,n/a,22.03,2.00e-02,3.00e-04,137756672,30796.1,2.1293,0
1060,3.0177,n/a,20.44,2.00e-02,3.00e-04,139067392,31084.8,2.1293,0
1070,3.0509,n/a,21.13,2.00e-02,3.00e-04,140378112,31373.4,2.1293,0
1080,3.1250,n/a,22.76,2.00e-02,3.00e-04,141688832,31661.8,2.1293,0
1090,3.0320,n/a,20.74,2.00e-02,3.00e-04,142999552,31950.5,2.1293,0
1100,2.9242,2.0747,18.62,2.00e-02,3.00e-04,144310272,32250.5,2.0747,0
1110,2.9827,n/a,19.74,2.00e-02,3.00e-04,145620992,32540.5,2.0747,0
1120,2.9528,n/a,19.16,2.00e-02,3.00e-04,146931712,32829.2,2.0747,0
1130,3.0833,n/a,21.83,2.00e-02,3.00e-04,148242432,33117.4,2.0747,0
1140,2.9421,n/a,18.96,2.00e-02,3.00e-04,149553152,33406.0,2.0747,0
1150,3.0275,n/a,20.64,2.00e-02,3.00e-04,150863872,33694.4,2.0747,0
1160,2.9912,n/a,19.91,2.00e-02,3.00e-04,152174592,33983.1,2.0747,0
1170,2.8959,n/a,18.10,2.00e-02,3.00e-04,153485312,34271.5,2.0747,0
1180,3.0603,n/a,21.33,2.00e-02,3.00e-04,154796032,34560.1,2.0747,0
1190,3.0527,n/a,21.17,2.00e-02,3.00e-04,156106752,34848.4,2.0747,0
1200,2.9157,2.0329,18.46,2.00e-02,3.00e-04,157417472,35148.7,2.0329,0
1210,2.7893,n/a,16.27,2.00e-02,3.00e-04,158728192,35442.7,2.0329,0
1220,2.8956,n/a,18.09,2.00e-02,3.00e-04,160038912,35736.1,2.0329,0
1230,3.0210,n/a,20.51,2.00e-02,3.00e-04,161349632,36029.4,2.0329,0
1240,2.9438,n/a,18.99,2.00e-02,3.00e-04,162660352,36322.7,2.0329,0
1250,2.8978,n/a,18.13,2.00e-02,3.00e-04,163971072,36616.2,2.0329,0
1260,2.9294,n/a,18.72,2.00e-02,3.00e-04,165281792,36909.6,2.0329,0
1270,2.9978,n/a,20.04,2.00e-02,3.00e-04,166592512,37202.9,2.0329,0
1280,2.8597,n/a,17.46,2.00e-02,3.00e-04,167903232,37496.3,2.0329,0
1290,2.8739,n/a,17.71,2.00e-02,3.00e-04,169213952,37789.7,2.0329,0
1300,2.9634,2.0134,19.36,2.00e-02,3.00e-04,170524672,38094.8,2.0134,0
1310,2.9499,n/a,19.10,2.00e-02,3.00e-04,171835392,38385.4,2.0134,0
1320,2.9397,n/a,18.91,2.00e-02,3.00e-04,173146112,38673.9,2.0134,0
1330,2.8266,n/a,16.89,2.00e-02,3.00e-04,174456832,38962.5,2.0134,0
1340,3.0134,n/a,20.36,2.00e-02,3.00e-04,175767552,39250.6,2.0134,0
1350,2.7707,n/a,15.97,2.00e-02,3.00e-04,177078272,39539.1,2.0134,0
1360,2.9544,n/a,19.19,2.00e-02,3.00e-04,178388992,39827.4,2.0134,0
1370,2.9146,n/a,18.44,2.00e-02,3.00e-04,179699712,40115.8,2.0134,0
1380,2.8178,n/a,16.74,2.00e-02,3.00e-04,181010432,40404.1,2.0134,0
1390,3.0025,n/a,20.14,2.00e-02,3.00e-04,182321152,40692.6,2.0134,0
1400,2.9161,1.9781,18.47,2.00e-02,3.00e-04,183631872,40992.5,1.9781,0
1410,3.0960,n/a,22.11,2.00e-02,3.00e-04,184942592,41282.6,1.9781,0
1420,2.8870,n/a,17.94,2.00e-02,3.00e-04,186253312,41570.9,1.9781,0
1430,3.0797,n/a,21.75,2.00e-02,3.00e-04,187564032,41859.0,1.9781,0
1440,2.9676,n/a,19.45,2.00e-02,3.00e-04,188874752,42147.3,1.9781,0
1450,2.9798,n/a,19.68,2.00e-02,3.00e-04,190185472,42435.5,1.9781,0
1460,2.8124,n/a,16.65,2.00e-02,3.00e-04,191496192,42723.8,1.9781,0
1470,2.7588,n/a,15.78,2.00e-02,3.00e-04,192806912,43012.1,1.9781,0
1480,2.8946,n/a,18.08,2.00e-02,3.00e-04,194117632,43300.5,1.9781,0
1490,2.8918,n/a,18.03,2.00e-02,3.00e-04,195428352,43588.4,1.9781,0
1500,2.8054,1.9578,16.53,2.00e-02,3.00e-04,196739072,43888.4,1.9578,0
1510,2.7477,n/a,15.61,2.00e-02,3.00e-04,198049792,44182.1,1.9578,0
1520,2.8587,n/a,17.44,2.00e-02,3.00e-04,199360512,44475.3,1.9578,0
1530,2.8903,n/a,18.00,2.00e-02,3.00e-04,200671232,44768.5,1.9578,0
1540,2.9154,n/a,18.46,2.00e-02,3.00e-04,201981952,45061.7,1.9578,0
1550,2.7446,n/a,15.56,2.00e-02,3.00e-04,203292672,45354.9,1.9578,0
1560,2.8372,n/a,17.07,2.00e-02,3.00e-04,204603392,45647.9,1.9578,0
1570,2.7099,n/a,15.03,2.00e-02,3.00e-04,205914112,45941.2,1.9578,0
1580,2.8840,n/a,17.89,2.00e-02,3.00e-04,207224832,46234.2,1.9578,0
1590,2.9271,n/a,18.67,2.00e-02,3.00e-04,208535552,46527.4,1.9578,0
1600,2.8111,1.9213,16.63,2.00e-02,3.00e-04,209846272,46832.1,1.9213,0
1610,2.5795,n/a,13.19,2.00e-02,3.00e-04,211156992,47122.5,1.9213,0
1620,2.8199,n/a,16.78,2.00e-02,3.00e-04,212467712,47410.5,1.9213,0
1630,2.8436,n/a,17.18,2.00e-02,3.00e-04,213778432,47698.7,1.9213,0
1640,2.9704,n/a,19.50,2.00e-02,3.00e-04,215089152,47986.6,1.9213,0
1650,2.9299,n/a,18.73,2.00e-02,3.00e-04,216399872,48274.7,1.9213,0
1660,2.7824,n/a,16.16,2.00e-02,3.00e-04,217710592,48562.7,1.9213,0
1670,2.8252,n/a,16.86,2.00e-02,3.00e-04,219021312,48850.8,1.9213,0
1680,3.1061,n/a,22.33,2.00e-02,3.00e-04,220332032,49138.6,1.9213,0
1690,2.8479,n/a,17.25,2.00e-02,3.00e-04,221642752,49426.6,1.9213,0
1700,2.9191,1.9089,18.52,2.00e-02,3.00e-04,222953472,49725.8,1.9089,0
1710,2.7424,n/a,15.52,2.00e-02,3.00e-04,224264192,50015.2,1.9089,0
1720,2.6883,n/a,14.71,2.00e-02,3.00e-04,225574912,50303.1,1.9089,0
1730,2.7251,n/a,15.26,2.00e-02,3.00e-04,226885632,50590.6,1.9089,0
1740,2.8330,n/a,17.00,2.00e-02,3.00e-04,228196352,50878.5,1.9089,0
1750,2.8949,n/a,18.08,2.00e-02,3.00e-04,229507072,51166.0,1.9089,0
1760,2.7854,n/a,16.21,2.00e-02,3.00e-04,230817792,51453.8,1.9089,0
1770,2.6547,n/a,14.22,2.00e-02,3.00e-04,232128512,51741.3,1.9089,0
1780,2.7521,n/a,15.68,2.00e-02,3.00e-04,233439232,52028.9,1.9089,0
1790,2.7933,n/a,16.34,2.00e-02,3.00e-04,234749952,52316.4,1.9089,0
1800,2.8900,1.8915,17.99,2.00e-02,3.00e-04,236060672,52615.5,1.8915,0
1810,2.7740,n/a,16.02,2.00e-02,3.00e-04,237371392,52908.8,1.8915,0
1820,2.9687,n/a,19.47,2.00e-02,3.00e-04,238682112,53201.5,1.8915,0
1830,2.7567,n/a,15.75,2.00e-02,3.00e-04,239992832,53494.1,1.8915,0
1840,2.7517,n/a,15.67,2.00e-02,3.00e-04,241303552,53786.6,1.8915,0
1850,2.7187,n/a,15.16,2.00e-02,3.00e-04,242614272,54078.9,1.8915,0
1860,2.7020,n/a,14.91,2.00e-02,3.00e-04,243924992,54371.5,1.8915,0
1870,2.8559,n/a,17.39,2.00e-02,3.00e-04,245235712,54664.1,1.8915,0
1880,2.8729,n/a,17.69,2.00e-02,3.00e-04,246546432,54956.8,1.8915,0
1890,2.7693,n/a,15.95,2.00e-02,3.00e-04,247857152,55249.4,1.8915,0
1900,2.7006,1.8593,14.89,2.00e-02,3.00e-04,249167872,55553.6,1.8593,0
1910,2.7621,n/a,15.83,2.00e-02,3.00e-04,250478592,55843.3,1.8593,0
1920,2.7009,n/a,14.89,2.00e-02,3.00e-04,251789312,56130.7,1.8593,0
1930,2.7651,n/a,15.88,2.00e-02,3.00e-04,253100032,56418.2,1.8593,0
1940,2.7704,n/a,15.97,2.00e-02,3.00e-04,254410752,56705.7,1.8593,0
1950,2.9156,n/a,18.46,2.00e-02,3.00e-04,255721472,56993.4,1.8593,0
1960,2.6857,n/a,14.67,2.00e-02,3.00e-04,257032192,57280.9,1.8593,0
1970,2.8278,n/a,16.91,2.00e-02,3.00e-04,258342912,57568.6,1.8593,0
1980,2.7437,n/a,15.54,2.00e-02,3.00e-04,259653632,57856.2,1.8593,0
1990,2.9824,n/a,19.74,2.00e-02,3.00e-04,260964352,58143.8,1.8593,0
2000,2.8237,1.8493,16.84,2.00e-02,3.00e-04,262275072,58443.0,1.8493,0
2010,2.6689,n/a,14.42,2.00e-02,3.00e-04,263585792,59330.6,1.8493,0
2020,2.6772,n/a,14.54,2.00e-02,3.00e-04,264896512,59618.0,1.8493,0
2030,2.7498,n/a,15.64,2.00e-02,3.00e-04,266207232,59905.4,1.8493,0
2040,2.6409,n/a,14.03,2.00e-02,3.00e-04,267517952,60192.9,1.8493,0
2050,2.8287,n/a,16.92,2.00e-02,3.00e-04,268828672,60480.2,1.8493,0
2060,2.7193,n/a,15.17,2.00e-02,3.00e-04,270139392,60767.9,1.8493,0
2070,2.7906,n/a,16.29,2.00e-02,3.00e-04,271450112,61055.4,1.8493,0
2080,2.7381,n/a,15.46,2.00e-02,3.00e-04,272760832,61343.2,1.8493,0
2090,2.7027,n/a,14.92,2.00e-02,3.00e-04,274071552,61630.6,1.8493,0
2100,2.6423,1.8378,14.05,2.00e-02,3.00e-04,275382272,61929.8,1.8378,0
2110,2.7942,n/a,16.35,2.00e-02,3.00e-04,276692992,62223.0,1.8378,0
2120,2.6853,n/a,14.66,2.00e-02,3.00e-04,278003712,62515.5,1.8378,0
2130,2.7054,n/a,14.96,2.00e-02,3.00e-04,279314432,62808.2,1.8378,0
2140,2.7653,n/a,15.88,2.00e-02,3.00e-04,280625152,63100.7,1.8378,0
2150,2.6792,n/a,14.57,2.00e-02,3.00e-04,281935872,63393.1,1.8378,0
2160,2.7468,n/a,15.59,2.00e-02,3.00e-04,283246592,63685.6,1.8378,0
2170,2.7086,n/a,15.01,2.00e-02,3.00e-04,284557312,63978.0,1.8378,0
2180,2.5920,n/a,13.36,2.00e-02,3.00e-04,285868032,64270.5,1.8378,0
2190,2.7604,n/a,15.81,2.00e-02,3.00e-04,287178752,64562.9,1.8378,0
2200,2.9635,1.8324,19.37,2.00e-02,3.00e-04,288489472,64866.8,1.8324,0
2210,2.6238,n/a,13.79,2.00e-02,3.00e-04,289800192,65157.0,1.8324,0
2220,2.7192,n/a,15.17,2.00e-02,3.00e-04,291110912,65444.4,1.8324,0
2230,2.7444,n/a,15.55,2.00e-02,3.00e-04,292421632,65732.0,1.8324,0
2240,2.5446,n/a,12.74,2.00e-02,3.00e-04,293732352,66019.3,1.8324,0
2250,2.7036,n/a,14.93,2.00e-02,3.00e-04,295043072,66306.8,1.8324,0
2260,2.7647,n/a,15.87,2.00e-02,3.00e-04,296353792,66594.1,1.8324,0
2270,2.6785,n/a,14.56,2.00e-02,3.00e-04,297664512,66881.5,1.8324,0
2280,2.8026,n/a,16.49,2.00e-02,3.00e-04,298975232,67168.6,1.8324,0
2290,2.7552,n/a,15.72,2.00e-02,3.00e-04,300285952,67455.6,1.8324,0
2300,2.7586,1.8226,15.78,2.00e-02,3.00e-04,301596672,67753.9,1.8226,0
2310,2.7303,n/a,15.34,2.00e-02,3.00e-04,302907392,68042.8,1.8226,0
2320,2.7305,n/a,15.34,2.00e-02,3.00e-04,304218112,68329.9,1.8226,0
2330,2.6845,n/a,14.65,2.00e-02,3.00e-04,305528832,68616.5,1.8226,0
2340,2.6783,n/a,14.56,2.00e-02,3.00e-04,306839552,68903.5,1.8226,0
2350,2.8960,n/a,18.10,2.00e-02,3.00e-04,308150272,69190.3,1.8226,0
2360,2.7574,n/a,15.76,2.00e-02,3.00e-04,309460992,69477.3,1.8226,0
2370,2.8387,n/a,17.09,2.00e-02,3.00e-04,310771712,69764.2,1.8226,0
2380,2.7529,n/a,15.69,2.00e-02,3.00e-04,312082432,70051.1,1.8226,0
2390,2.7662,n/a,15.90,2.00e-02,3.00e-04,313393152,70338.0,1.8226,0
2400,2.6623,1.8229,14.33,2.00e-02,3.00e-04,314703872,70635.7,1.8226,0
2410,2.7320,n/a,15.36,2.00e-02,3.00e-04,316014592,70928.2,1.8226,0
2420,2.5751,n/a,13.13,2.00e-02,3.00e-04,317325312,71220.2,1.8226,0
2430,2.6010,n/a,13.48,2.00e-02,3.00e-04,318636032,71512.3,1.8226,0
2440,2.8142,n/a,16.68,2.00e-02,3.00e-04,319946752,71804.2,1.8226,0
2450,2.7056,n/a,14.96,2.00e-02,3.00e-04,321257472,72096.4,1.8226,0
2460,2.7453,n/a,15.57,2.00e-02,3.00e-04,322568192,72388.5,1.8226,0
2470,2.6237,n/a,13.79,2.00e-02,3.00e-04,323878912,72680.7,1.8226,0
2480,2.6443,n/a,14.07,2.00e-02,3.00e-04,325189632,72972.7,1.8226,0
2490,2.5873,n/a,13.29,2.00e-02,3.00e-04,326500352,73264.9,1.8226,0
2500,2.6819,1.7955,14.61,2.00e-02,3.00e-04,327811072,73568.5,1.7955,0
2510,2.6583,n/a,14.27,2.00e-02,3.00e-04,329121792,73858.1,1.7955,0
2520,2.8958,n/a,18.10,2.00e-02,3.00e-04,330432512,74145.1,1.7955,0
2530,2.6651,n/a,14.37,2.00e-02,3.00e-04,331743232,74432.4,1.7955,0
2540,2.5187,n/a,12.41,2.00e-02,3.00e-04,333053952,74719.4,1.7955,0
2550,2.7481,n/a,15.61,2.00e-02,3.00e-04,334364672,75007.8,1.7955,0
2560,2.6897,n/a,14.73,2.00e-02,3.00e-04,335675392,75297.1,1.7955,0
2570,2.7090,n/a,15.01,2.00e-02,3.00e-04,336986112,75583.6,1.7955,0
2580,2.5866,n/a,13.28,2.00e-02,3.00e-04,338296832,75869.7,1.7955,0
2590,2.5430,n/a,12.72,2.00e-02,3.00e-04,339607552,76156.1,1.7955,0
2600,2.5836,1.7898,13.24,2.00e-02,3.00e-04,340918272,76453.7,1.7898,0
2610,2.6914,n/a,14.75,2.00e-02,3.00e-04,342228992,76742.2,1.7898,0
2620,2.5900,n/a,13.33,2.00e-02,3.00e-04,343539712,77028.3,1.7898,0
2630,2.5762,n/a,13.15,2.00e-02,3.00e-04,344850432,77314.3,1.7898,0
2640,2.6045,n/a,13.52,2.00e-02,3.00e-04,346161152,77600.6,1.7898,0
2650,2.6567,n/a,14.25,2.00e-02,3.00e-04,347471872,77886.5,1.7898,0
2660,2.7072,n/a,14.99,2.00e-02,3.00e-04,348782592,78172.6,1.7898,0
2670,2.6520,n/a,14.18,2.00e-02,3.00e-04,350093312,78458.5,1.7898,0
2680,2.6563,n/a,14.24,2.00e-02,3.00e-04,351404032,78744.7,1.7898,0
2690,2.8250,n/a,16.86,2.00e-02,3.00e-04,352714752,79030.7,1.7898,0
2700,2.6136,1.7773,13.65,2.00e-02,3.00e-04,354025472,79328.3,1.7773,0
2710,2.7371,n/a,15.44,2.00e-02,3.00e-04,355336192,79619.8,1.7773,0
2720,2.5412,n/a,12.70,2.00e-02,3.00e-04,356646912,79911.0,1.7773,0
2730,2.7774,n/a,16.08,2.00e-02,3.00e-04,357957632,80202.0,1.7773,0
2740,2.6637,n/a,14.35,2.00e-02,3.00e-04,359268352,80493.1,1.7773,0
2750,2.5716,n/a,13.09,2.00e-02,3.00e-04,360579072,80784.2,1.7773,0
2760,2.5719,n/a,13.09,2.00e-02,3.00e-04,361889792,81075.4,1.7773,0
2770,2.7749,n/a,16.04,2.00e-02,3.00e-04,363200512,81366.7,1.7773,0
2780,2.5076,n/a,12.27,2.00e-02,3.00e-04,364511232,81658.1,1.7773,0
2790,2.6131,n/a,13.64,2.00e-02,3.00e-04,365821952,81949.2,1.7773,0
2800,2.5645,1.7773,12.99,2.00e-02,3.00e-04,367132672,82252.4,1.7773,0
2810,2.5017,n/a,12.20,2.00e-02,3.00e-04,368443392,82541.1,1.7773,0
2820,2.7555,n/a,15.73,2.00e-02,3.00e-04,369754112,82827.3,1.7773,0
2830,2.6368,n/a,13.97,2.00e-02,3.00e-04,371064832,83113.9,1.7773,0
2840,2.6910,n/a,14.75,2.00e-02,3.00e-04,372375552,83400.3,1.7773,0
2850,2.7862,n/a,16.22,2.00e-02,3.00e-04,373686272,83686.6,1.7773,0
2860,2.7272,n/a,15.29,2.00e-02,3.00e-04,374996992,83972.6,1.7773,0
2870,2.7602,n/a,15.80,2.00e-02,3.00e-04,376307712,84258.9,1.7773,0
2880,2.4873,n/a,12.03,2.00e-02,3.00e-04,377618432,84544.9,1.7773,0
2890,2.6416,n/a,14.04,2.00e-02,3.00e-04,378929152,84831.9,1.7773,0
2900,2.5670,1.7692,13.03,2.00e-02,3.00e-04,380239872,85130.4,1.7692,0
2910,2.5773,n/a,13.16,2.00e-02,3.00e-04,381550592,85419.0,1.7692,0
2920,2.5595,n/a,12.93,2.00e-02,3.00e-04,382861312,85706.1,1.7692,0
2930,2.8335,n/a,17.01,2.00e-02,3.00e-04,384172032,85993.2,1.7692,0
2940,2.6300,n/a,13.87,2.00e-02,3.00e-04,385482752,86280.9,1.7692,0
2950,2.6139,n/a,13.65,2.00e-02,3.00e-04,386793472,86568.6,1.7692,0
2960,2.6827,n/a,14.62,2.00e-02,3.00e-04,388104192,86856.9,1.7692,0
2970,2.7170,n/a,15.13,2.00e-02,3.00e-04,389414912,87144.7,1.7692,0
2980,2.6624,n/a,14.33,2.00e-02,3.00e-04,390725632,87432.4,1.7692,0
2990,2.6151,n/a,13.67,2.00e-02,3.00e-04,392036352,87719.6,1.7692,0
3000,2.6413,1.7552,14.03,2.00e-02,3.00e-04,393347072,88018.8,1.7552,0
3010,2.6947,n/a,14.80,2.00e-02,3.00e-04,394657792,88312.2,1.7552,0
3020,2.4857,n/a,12.01,2.00e-02,3.00e-04,395968512,88604.9,1.7552,0
3030,2.5815,n/a,13.22,2.00e-02,3.00e-04,397279232,88898.3,1.7552,0
