step,train_loss,val_loss,ppl,lr_muon,lr_adam,tokens_seen,elapsed_s,best_val_loss,patience_counter
23630,2.5112,n/a,12.32,2.00e-02,3.00e-04,387170304,34236.4,2.0135,6
23640,2.9301,n/a,18.73,2.00e-02,3.00e-04,387334144,34253.5,2.0135,6
23650,2.9953,n/a,19.99,2.00e-02,3.00e-04,387497984,34270.6,2.0135,6
23660,2.8882,n/a,17.96,2.00e-02,3.00e-04,387661824,34287.7,2.0135,6
23670,3.0438,n/a,20.98,2.00e-02,3.00e-04,387825664,34304.8,2.0135,6
23680,3.0190,n/a,20.47,2.00e-02,3.00e-04,387989504,34322.0,2.0135,6
23690,2.7150,n/a,15.10,2.00e-02,3.00e-04,388153344,34339.1,2.0135,6
23700,2.2071,2.0137,9.09,2.00e-02,3.00e-04,388317184,34360.9,2.0135,7
23710,2.6316,n/a,13.90,2.00e-02,3.00e-04,388481024,34378.7,2.0135,7
23720,2.9338,n/a,18.80,2.00e-02,3.00e-04,388644864,34395.8,2.0135,7
23730,2.8346,n/a,17.02,2.00e-02,3.00e-04,388808704,34413.0,2.0135,7
23740,2.4582,n/a,11.68,2.00e-02,3.00e-04,388972544,34430.1,2.0135,7
23750,3.0697,n/a,21.54,2.00e-02,3.00e-04,389136384,34447.2,2.0135,7
23760,3.0873,n/a,21.92,2.00e-02,3.00e-04,389300224,34464.3,2.0135,7
23770,2.9185,n/a,18.51,2.00e-02,3.00e-04,389464064,34481.5,2.0135,7
23780,2.8353,n/a,17.04,2.00e-02,3.00e-04,389627904,34498.6,2.0135,7
23790,3.1734,n/a,23.89,2.00e-02,3.00e-04,389791744,34515.7,2.0135,7
23800,2.8960,2.0204,18.10,2.00e-02,3.00e-04,389955584,34537.5,2.0135,8
23810,3.1013,n/a,22.23,2.00e-02,3.00e-04,390119424,34555.3,2.0135,8
23820,3.1560,n/a,23.48,2.00e-02,3.00e-04,390283264,34572.4,2.0135,8
23830,3.2897,n/a,26.84,2.00e-02,3.00e-04,390447104,34589.5,2.0135,8
23840,2.6310,n/a,13.89,2.00e-02,3.00e-04,390610944,34606.7,2.0135,8
23850,2.4659,n/a,11.77,2.00e-02,3.00e-04,390774784,34623.8,2.0135,8
23860,2.9691,n/a,19.47,2.00e-02,3.00e-04,390938624,34641.0,2.0135,8
23870,3.4374,n/a,31.11,2.00e-02,3.00e-04,391102464,34658.1,2.0135,8
23880,2.7499,n/a,15.64,2.00e-02,3.00e-04,391266304,34675.2,2.0135,8
23890,3.0637,n/a,21.41,2.00e-02,3.00e-04,391430144,34692.3,2.0135,8
23900,2.9710,2.0344,19.51,2.00e-02,3.00e-04,391593984,34714.1,2.0135,9
23910,2.7157,n/a,15.12,2.00e-02,3.00e-04,391757824,34731.8,2.0135,9
23920,2.6963,n/a,14.82,2.00e-02,3.00e-04,391921664,34749.0,2.0135,9
23930,3.0191,n/a,20.47,2.00e-02,3.00e-04,392085504,34766.1,2.0135,9
23940,2.9608,n/a,19.31,2.00e-02,3.00e-04,392249344,34783.2,2.0135,9
23950,2.4052,n/a,11.08,2.00e-02,3.00e-04,392413184,34800.4,2.0135,9
23960,2.9289,n/a,18.71,2.00e-02,3.00e-04,392577024,34817.5,2.0135,9
23970,2.6773,n/a,14.55,2.00e-02,3.00e-04,392740864,34834.6,2.0135,9
23980,2.8183,n/a,16.75,2.00e-02,3.00e-04,392904704,34851.7,2.0135,9
23990,3.1946,n/a,24.40,2.00e-02,3.00e-04,393068544,34868.8,2.0135,9
24000,2.9991,2.0250,20.07,2.00e-02,3.00e-04,393232384,34890.6,2.0135,10
24010,2.3428,n/a,10.41,2.00e-02,3.00e-04,393396224,35508.2,2.0135,10
24020,3.0555,n/a,21.23,2.00e-02,3.00e-04,393560064,35524.9,2.0135,10
24030,2.5494,n/a,12.80,2.00e-02,3.00e-04,393723904,35541.8,2.0135,10
24040,2.7959,n/a,16.38,2.00e-02,3.00e-04,393887744,35558.7,2.0135,10
24050,2.4758,n/a,11.89,2.00e-02,3.00e-04,394051584,35575.7,2.0135,10
24060,2.7065,n/a,14.98,2.00e-02,3.00e-04,394215424,35592.8,2.0135,10
24070,2.8651,n/a,17.55,2.00e-02,3.00e-04,394379264,35609.7,2.0135,10
24080,3.0112,n/a,20.31,2.00e-02,3.00e-04,394543104,35626.7,2.0135,10
24090,3.2463,n/a,25.69,2.00e-02,3.00e-04,394706944,35643.8,2.0135,10
24100,3.0366,2.0128,20.84,2.00e-02,3.00e-04,394870784,35665.5,2.0135,11
24110,2.7077,n/a,15.00,2.00e-02,3.00e-04,395034624,35683.3,2.0135,11
24120,2.8293,n/a,16.93,2.00e-02,3.00e-04,395198464,35700.3,2.0135,11
24130,3.1327,n/a,22.94,2.00e-02,3.00e-04,395362304,35717.4,2.0135,11
24140,3.3081,n/a,27.33,2.00e-02,3.00e-04,395526144,35734.5,2.0135,11
24150,3.0043,n/a,20.17,2.00e-02,3.00e-04,395689984,35751.5,2.0135,11
24160,3.5064,n/a,33.33,2.00e-02,3.00e-04,395853824,35768.7,2.0135,11
24170,2.2217,n/a,9.22,2.00e-02,3.00e-04,396017664,35785.7,2.0135,11
24180,2.8949,n/a,18.08,2.00e-02,3.00e-04,396181504,35802.8,2.0135,11
24190,2.9020,n/a,18.21,2.00e-02,3.00e-04,396345344,35819.8,2.0135,11
24200,2.3526,2.0087,10.51,2.00e-02,3.00e-04,396509184,35841.8,2.0087,0
24210,2.7003,n/a,14.88,2.00e-02,3.00e-04,396673024,35859.6,2.0087,0
24220,3.0626,n/a,21.38,2.00e-02,3.00e-04,396836864,35876.8,2.0087,0
24230,2.7210,n/a,15.20,2.00e-02,3.00e-04,397000704,35893.9,2.0087,0
24240,2.6401,n/a,14.01,2.00e-02,3.00e-04,397164544,35911.0,2.0087,0
24250,3.1515,n/a,23.37,2.00e-02,3.00e-04,397328384,35928.0,2.0087,0
24260,2.4423,n/a,11.50,2.00e-02,3.00e-04,397492224,35945.2,2.0087,0
24270,3.1537,n/a,23.42,2.00e-02,3.00e-04,397656064,35962.3,2.0087,0
24280,2.9648,n/a,19.39,2.00e-02,3.00e-04,397819904,35979.4,2.0087,0
24290,3.0171,n/a,20.43,2.00e-02,3.00e-04,397983744,35996.5,2.0087,0
24300,2.8230,2.0092,16.83,2.00e-02,3.00e-04,398147584,36018.2,2.0087,1
24310,2.6506,n/a,14.16,2.00e-02,3.00e-04,398311424,36036.0,2.0087,1
24320,2.7500,n/a,15.64,2.00e-02,3.00e-04,398475264,36053.1,2.0087,1
24330,2.7081,n/a,15.00,2.00e-02,3.00e-04,398639104,36070.2,2.0087,1
24340,2.5329,n/a,12.59,2.00e-02,3.00e-04,398802944,36087.3,2.0087,1
24350,2.5986,n/a,13.45,2.00e-02,3.00e-04,398966784,36104.4,2.0087,1
24360,3.3384,n/a,28.17,2.00e-02,3.00e-04,399130624,36121.5,2.0087,1
24370,3.1768,n/a,23.97,2.00e-02,3.00e-04,399294464,36138.6,2.0087,1
24380,2.8540,n/a,17.36,2.00e-02,3.00e-04,399458304,36155.6,2.0087,1
24390,2.6902,n/a,14.73,2.00e-02,3.00e-04,399622144,36172.8,2.0087,1
24400,2.8899,2.0202,17.99,2.00e-02,3.00e-04,399785984,36194.5,2.0087,2
24410,3.1373,n/a,23.04,2.00e-02,3.00e-04,399949824,36212.3,2.0087,2
24420,3.1027,n/a,22.26,2.00e-02,3.00e-04,400113664,36229.4,2.0087,2
24430,2.8628,n/a,17.51,2.00e-02,3.00e-04,400277504,36246.6,2.0087,2
24440,2.7732,n/a,16.01,2.00e-02,3.00e-04,400441344,36263.7,2.0087,2
24450,2.5885,n/a,13.31,2.00e-02,3.00e-04,400605184,36280.8,2.0087,2
24460,2.8251,n/a,16.86,2.00e-02,3.00e-04,400769024,36297.9,2.0087,2
24470,2.6968,n/a,14.83,2.00e-02,3.00e-04,400932864,36315.1,2.0087,2
24480,2.6163,n/a,13.69,2.00e-02,3.00e-04,401096704,36332.2,2.0087,2
24490,2.6729,n/a,14.48,2.00e-02,3.00e-04,401260544,36349.3,2.0087,2
24500,2.3205,2.0234,10.18,2.00e-02,3.00e-04,401424384,36371.1,2.0087,3
24510,2.9605,n/a,19.31,2.00e-02,3.00e-04,401588224,36389.0,2.0087,3
24520,2.6301,n/a,13.88,2.00e-02,3.00e-04,401752064,36406.1,2.0087,3
24530,3.2790,n/a,26.55,2.00e-02,3.00e-04,401915904,36423.2,2.0087,3
24540,3.5031,n/a,33.22,2.00e-02,3.00e-04,402079744,36440.3,2.0087,3
24550,2.6504,n/a,14.16,2.00e-02,3.00e-04,402243584,36457.4,2.0087,3
24560,3.2748,n/a,26.44,2.00e-02,3.00e-04,402407424,36474.6,2.0087,3
24570,2.6283,n/a,13.85,2.00e-02,3.00e-04,402571264,36491.6,2.0087,3
24580,2.9296,n/a,18.72,2.00e-02,3.00e-04,402735104,36508.8,2.0087,3
24590,2.8927,n/a,18.04,2.00e-02,3.00e-04,402898944,36525.9,2.0087,3
24600,2.8874,2.0177,17.95,2.00e-02,3.00e-04,403062784,36547.6,2.0087,4
24610,2.5644,n/a,12.99,2.00e-02,3.00e-04,403226624,36565.8,2.0087,4
24620,3.0636,n/a,21.41,2.00e-02,3.00e-04,403390464,36582.9,2.0087,4
24630,3.1851,n/a,24.17,2.00e-02,3.00e-04,403554304,36600.1,2.0087,4
24640,2.2575,n/a,9.56,2.00e-02,3.00e-04,403718144,36617.2,2.0087,4
24650,2.6010,n/a,13.48,2.00e-02,3.00e-04,403881984,36634.3,2.0087,4
24660,2.4961,n/a,12.13,2.00e-02,3.00e-04,404045824,36651.4,2.0087,4
24670,3.0679,n/a,21.50,2.00e-02,3.00e-04,404209664,36668.5,2.0087,4
24680,2.6984,n/a,14.86,2.00e-02,3.00e-04,404373504,36685.7,2.0087,4
24690,2.7910,n/a,16.30,2.00e-02,3.00e-04,404537344,36702.8,2.0087,4
24700,2.7440,2.0195,15.55,2.00e-02,3.00e-04,404701184,36724.6,2.0087,5
24710,3.0646,n/a,21.43,2.00e-02,3.00e-04,404865024,36742.7,2.0087,5
24720,2.9726,n/a,19.54,2.00e-02,3.00e-04,405028864,36759.9,2.0087,5
24730,3.0945,n/a,22.08,2.00e-02,3.00e-04,405192704,36777.0,2.0087,5
24740,3.0295,n/a,20.69,2.00e-02,3.00e-04,405356544,36794.2,2.0087,5
24750,2.6490,n/a,14.14,2.00e-02,3.00e-04,405520384,36811.3,2.0087,5
24760,3.0139,n/a,20.37,2.00e-02,3.00e-04,405684224,36828.5,2.0087,5
24770,2.6704,n/a,14.45,2.00e-02,3.00e-04,405848064,36845.7,2.0087,5
24780,3.2799,n/a,26.57,2.00e-02,3.00e-04,406011904,36862.8,2.0087,5
24790,2.6190,n/a,13.72,2.00e-02,3.00e-04,406175744,36880.0,2.0087,5
24800,2.7430,2.0167,15.53,2.00e-02,3.00e-04,406339584,36901.8,2.0087,6
24810,3.0002,n/a,20.09,2.00e-02,3.00e-04,406503424,36919.8,2.0087,6
24820,2.4607,n/a,11.71,2.00e-02,3.00e-04,406667264,36937.0,2.0087,6
24830,3.0542,n/a,21.20,2.00e-02,3.00e-04,406831104,36954.1,2.0087,6
24840,3.1387,n/a,23.07,2.00e-02,3.00e-04,406994944,36971.3,2.0087,6
24850,3.3227,n/a,27.74,2.00e-02,3.00e-04,407158784,36988.5,2.0087,6
24860,2.7877,n/a,16.24,2.00e-02,3.00e-04,407322624,37005.7,2.0087,6
24870,2.6481,n/a,14.13,2.00e-02,3.00e-04,407486464,37022.9,2.0087,6
24880,3.1286,n/a,22.84,2.00e-02,3.00e-04,407650304,37040.1,2.0087,6
24890,2.7772,n/a,16.07,2.00e-02,3.00e-04,407814144,37057.3,2.0087,6
24900,3.0398,2.0110,20.90,2.00e-02,3.00e-04,407977984,37079.1,2.0087,7
24910,2.5157,n/a,12.38,2.00e-02,3.00e-04,408141824,37097.2,2.0087,7
24920,3.5269,n/a,34.02,2.00e-02,3.00e-04,408305664,37114.4,2.0087,7
24930,2.6768,n/a,14.54,2.00e-02,3.00e-04,408469504,37131.6,2.0087,7
24940,2.6791,n/a,14.57,2.00e-02,3.00e-04,408633344,37148.7,2.0087,7
24950,3.3596,n/a,28.78,2.00e-02,3.00e-04,408797184,37165.9,2.0087,7
24960,2.3666,n/a,10.66,2.00e-02,3.00e-04,408961024,37183.1,2.0087,7
24970,3.0753,n/a,21.66,2.00e-02,3.00e-04,409124864,37200.3,2.0087,7
24980,2.8126,n/a,16.65,2.00e-02,3.00e-04,409288704,37217.5,2.0087,7
24990,3.4263,n/a,30.76,2.00e-02,3.00e-04,409452544,37234.7,2.0087,7
25000,2.9213,2.0244,18.57,2.00e-02,3.00e-04,409616384,37256.5,2.0087,8
25010,2.7890,n/a,16.26,2.00e-02,3.00e-04,409780224,37274.5,2.0087,8
25020,2.5838,n/a,13.25,2.00e-02,3.00e-04,409944064,37291.7,2.0087,8
25030,2.8631,n/a,17.51,2.00e-02,3.00e-04,410107904,37308.9,2.0087,8
25040,2.4319,n/a,11.38,2.00e-02,3.00e-04,410271744,37326.1,2.0087,8
25050,2.9351,n/a,18.82,2.00e-02,3.00e-04,410435584,37343.3,2.0087,8
25060,2.6265,n/a,13.83,2.00e-02,3.00e-04,410599424,37360.5,2.0087,8
25070,3.1101,n/a,22.42,2.00e-02,3.00e-04,410763264,37377.8,2.0087,8
25080,2.8576,n/a,17.42,2.00e-02,3.00e-04,410927104,37394.9,2.0087,8
25090,3.1121,n/a,22.47,2.00e-02,3.00e-04,411090944,37412.2,2.0087,8
25100,2.9182,2.0118,18.51,2.00e-02,3.00e-04,411254784,37434.0,2.0087,9
25110,2.8740,n/a,17.71,2.00e-02,3.00e-04,411418624,37452.0,2.0087,9
25120,2.9268,n/a,18.67,2.00e-02,3.00e-04,411582464,37469.2,2.0087,9
25130,2.9115,n/a,18.38,2.00e-02,3.00e-04,411746304,37486.4,2.0087,9
25140,2.6746,n/a,14.51,2.00e-02,3.00e-04,411910144,37503.6,2.0087,9
25150,3.0259,n/a,20.61,2.00e-02,3.00e-04,412073984,37520.8,2.0087,9
25160,3.3513,n/a,28.54,2.00e-02,3.00e-04,412237824,37538.0,2.0087,9
25170,3.0593,n/a,21.31,2.00e-02,3.00e-04,412401664,37555.2,2.0087,9
25180,3.0450,n/a,21.01,2.00e-02,3.00e-04,412565504,37572.4,2.0087,9
25190,2.4735,n/a,11.86,2.00e-02,3.00e-04,412729344,37589.7,2.0087,9
25200,2.6278,2.0202,13.84,2.00e-02,3.00e-04,412893184,37611.5,2.0087,10
25210,2.9947,n/a,19.98,2.00e-02,3.00e-04,413057024,37629.5,2.0087,10
25220,2.6607,n/a,14.31,2.00e-02,3.00e-04,413220864,37646.8,2.0087,10
25230,2.6744,n/a,14.50,2.00e-02,3.00e-04,413384704,37664.0,2.0087,10
25240,2.9826,n/a,19.74,2.00e-02,3.00e-04,413548544,37681.3,2.0087,10
25250,3.0774,n/a,21.70,2.00e-02,3.00e-04,413712384,37698.5,2.0087,10
25260,3.3297,n/a,27.93,2.00e-02,3.00e-04,413876224,37715.7,2.0087,10
25270,2.6741,n/a,14.50,2.00e-02,3.00e-04,414040064,37732.9,2.0087,10
25280,2.9433,n/a,18.98,2.00e-02,3.00e-04,414203904,37750.1,2.0087,10
25290,2.7828,n/a,16.16,2.00e-02,3.00e-04,414367744,37767.3,2.0087,10
25300,2.5017,2.0231,12.20,2.00e-02,3.00e-04,414531584,37789.2,2.0087,11
25310,3.1273,n/a,22.81,2.00e-02,3.00e-04,414695424,37807.1,2.0087,11
25320,3.0351,n/a,20.80,2.00e-02,3.00e-04,414859264,37824.3,2.0087,11
25330,2.4178,n/a,11.22,2.00e-02,3.00e-04,415023104,37841.6,2.0087,11
25340,3.2822,n/a,26.63,2.00e-02,3.00e-04,415186944,37858.8,2.0087,11
25350,2.1301,n/a,8.42,2.00e-02,3.00e-04,415350784,37876.0,2.0087,11
25360,2.5756,n/a,13.14,2.00e-02,3.00e-04,415514624,37893.3,2.0087,11
25370,2.5801,n/a,13.20,2.00e-02,3.00e-04,415678464,37910.5,2.0087,11
25380,2.9270,n/a,18.67,2.00e-02,3.00e-04,415842304,37927.7,2.0087,11
25390,2.7744,n/a,16.03,2.00e-02,3.00e-04,416006144,37945.0,2.0087,11
25400,2.7629,2.0106,15.85,2.00e-02,3.00e-04,416169984,37966.8,2.0087,12
25410,2.4380,n/a,11.45,2.00e-02,3.00e-04,416333824,37984.8,2.0087,12
25420,2.6289,n/a,13.86,2.00e-02,3.00e-04,416497664,38002.0,2.0087,12
25430,3.3206,n/a,27.68,2.00e-02,3.00e-04,416661504,38019.2,2.0087,12
25440,2.4882,n/a,12.04,2.00e-02,3.00e-04,416825344,38036.4,2.0087,12
25450,2.9867,n/a,19.82,2.00e-02,3.00e-04,416989184,38053.6,2.0087,12
25460,2.3080,n/a,10.05,2.00e-02,3.00e-04,417153024,38070.8,2.0087,12
25470,2.7352,n/a,15.41,2.00e-02,3.00e-04,417316864,38088.1,2.0087,12
25480,3.1057,n/a,22.32,2.00e-02,3.00e-04,417480704,38105.2,2.0087,12
25490,2.7581,n/a,15.77,2.00e-02,3.00e-04,417644544,38122.5,2.0087,12
25500,2.7245,2.0109,15.25,2.00e-02,3.00e-04,417808384,38144.3,2.0087,13
25510,2.6403,n/a,14.02,2.00e-02,3.00e-04,417972224,38162.3,2.0087,13
25520,3.2774,n/a,26.51,2.00e-02,3.00e-04,418136064,38179.5,2.0087,13
25530,2.6962,n/a,14.82,2.00e-02,3.00e-04,418299904,38196.7,2.0087,13
25540,2.9529,n/a,19.16,2.00e-02,3.00e-04,418463744,38213.9,2.0087,13
25550,2.8554,n/a,17.38,2.00e-02,3.00e-04,418627584,38231.1,2.0087,13
25560,2.8014,n/a,16.47,2.00e-02,3.00e-04,418791424,38248.4,2.0087,13
25570,2.5825,n/a,13.23,2.00e-02,3.00e-04,418955264,38265.6,2.0087,13
25580,2.6868,n/a,14.68,2.00e-02,3.00e-04,419119104,38282.8,2.0087,13
25590,2.7370,n/a,15.44,2.00e-02,3.00e-04,419282944,38299.9,2.0087,13
25600,2.4776,2.0258,11.91,2.00e-02,3.00e-04,419446784,38321.8,2.0087,14
25610,2.6292,n/a,13.86,2.00e-02,3.00e-04,419610624,38339.9,2.0087,14
25620,3.2319,n/a,25.33,2.00e-02,3.00e-04,419774464,38357.1,2.0087,14
25630,2.7377,n/a,15.45,2.00e-02,3.00e-04,419938304,38374.4,2.0087,14
25640,2.8039,n/a,16.51,2.00e-02,3.00e-04,420102144,38391.6,2.0087,14
25650,2.8784,n/a,17.79,2.00e-02,3.00e-04,420265984,38408.8,2.0087,14
25660,3.2023,n/a,24.59,2.00e-02,3.00e-04,420429824,38426.0,2.0087,14
25670,3.0756,n/a,21.66,2.00e-02,3.00e-04,420593664,38443.3,2.0087,14
25680,2.8041,n/a,16.51,2.00e-02,3.00e-04,420757504,38460.5,2.0087,14
25690,3.1295,n/a,22.86,2.00e-02,3.00e-04,420921344,38477.7,2.0087,14
